segment_id,chord_type,rootoffset,globalkey
193,Mm7,2,Ab
194,M,1,Ab
195,Mm7,1,Ab
196,M,0,Ab
197,M,1,Ab
198,M,0,Ab
199,Mm7,0,Ab
200,M,5,Ab
201,Mm7,0,Ab
202,M,5,Ab
203,+,5,Ab
204,M,3,Ab
205,m,2,Ab
206,Mm7,1,Ab
207,M,0,Ab
208,M,5,Ab
209,M,1,Ab
210,Mm7,1,Ab
211,M,0,Ab
212,M,5,Ab
213,m,2,Ab
214,Mm7,1,Ab
215,M,0,Ab
216,m,2,Ab
217,Mm7,1,Ab
218,M,0,Ab
219,M,5,Ab
220,M,1,Ab
221,Mm7,1,Ab
222,m,0,Ab
223,M,1,Ab
224,M,0,Ab
225,M,5,Ab
226,m,2,Ab
227,M,1,Ab
228,M,0,Ab
229,M,5,Ab
230,+,5,Ab
231,m,2,Ab
232,M,2,Ab
233,Mm7,1,Ab
234,M,0,Ab
235,M,5,Ab
236,m,2,Ab
237,M,1,Ab
238,m,4,Ab
239,m,3,Ab
240,m,2,Ab
241,M,1,Ab
242,Mm7,1,Ab
243,o7,5,Ab
244,M,1,Ab
245,M,0,Ab
246,o7,5,Ab
247,Mm7,1,Ab
248,M,0,Ab
249,o7,5,Ab
250,Mm7,1,Ab
251,M,0,Ab
252,m,0,Ab
253,Mm7,2,Ab
254,Mm7,1,Ab
255,M,0,Ab
256,Mm7,1,Ab
257,M,0,Ab
258,Mm7,1,Ab
259,M,0,Ab
